restaurant,link,michelin guide,address,price,cuisine,michelin guide point of view,facilities & services,contact number,website,opening hours,michelin stars,location_lat,location_long
Orsa & Winston,https://guide.michelin.com/en/california/us-los-angeles/restaurant/orsa-winston,MICHELIN GUIDE CALIFORNIA,"122 W. 4th St., Los Angeles, 90013, United States",125 USD,"Contemporary, Asian","This is a sleek, stylish, and modern haven with an airy and fluid design. A counter and open kitchen reside if only to showcase the culinary pyrotechnics of Chef Josef Centeno; and the deeply robust prix-fixe flaunts all the fireworks—think peak-season ingredients infused with wide-ranging flavors.","
T
Air conditioning
V
American Express credit card
Booking essential
”
Counter dining
Credit card / Debit card accepted
M
Diners Club credit card
}
Mastercard credit card
E
Non-smoking restaurant
N
Particularly interesting wine list
û
Restaurant offering vegetarian menus
K
Valet parking
X
Visa credit card
Show Less
",+1 213-687-0300,https://www.orsaandwinston.com/,"Closed: Monday, lunch: Tuesday-Saturday, Sunday",1,34.0484337,-118.2479229
Osteria Mozza,https://guide.michelin.com/en/california/us-los-angeles/restaurant/osteria-mozza,MICHELIN GUIDE CALIFORNIA,"6602 Melrose Ave., Los Angeles, 90038, United States",50 - 75 USD,Italian,"A mega hit since opening over a decade ago, this Hollywood darling—sitting on a prominent corner of Melrose Avenue—continues to please with creative cocktails and delicious Italian cuisine. Its entrance is clearly marked outside the massive one-story building, though it is also home to Pizzeria Mozza, as well as a to-go option. The décor veers from typical osteria-style, thanks to handsome dark-wood paneling and a beautiful white marble counter. The front room is lively with music, while the back is quieter. A seat at the Mozza bar lets guests have a prime view of the antipasti being prepared.","
T
Air conditioning
Booking essential
Credit card / Debit card accepted
E
Non-smoking restaurant
N
Particularly interesting wine list
K
Valet parking
a
Wheelchair access
Show Less
",+1 323-297-0100,https://www.osteriamozza.com/,Closed: lunch: Monday-Sunday,1,34.08337392,-118.3387469
Kali,https://guide.michelin.com/en/california/hollywood/restaurant/kali,MICHELIN GUIDE CALIFORNIA,"5722 Melrose Ave., Hollywood, 90038, United States",50 - 75 USD,Californian,"Blending seamlessly into its surrounds, this modest storefront forms the very essence of neighborhood dining. Make your way inside to discover Chef Kevin Meehan's kitchen, whose credentials and locavore spirit are just as formidable as its eclectic wines and craft beers. The main room sports a restful, Scandinavian look that mixes caramel tones and leather banquettes with wood tables. Service has a fine-dining feel; and the mission of this kitchen is clear—wholly organic and sustainable cuisine.","
T
Air conditioning
Booking essential - dinner
ˆ
Brunch
Credit card / Debit card accepted
E
Non-smoking restaurant
N
Particularly interesting wine list
K
Valet parking
a
Wheelchair access
Show Less
",+1 323-871-4160,https://www.kalirestaurant.com/,Closed: lunch: Saturday-Sunday,1,34.0835102,-118.3112824
Shin Sushi,https://guide.michelin.com/en/california/encino/restaurant/shin-sushi,MICHELIN GUIDE CALIFORNIA,"16573 Ventura Blvd., Encino, 91436, United States",100 - 120 USD,"Japanese, Sushi","Set in a nondescript shopping center, this highly pedigreed settler has managed to keep a low profile. But discerning locals know a great master when they see one, and Taketoshi Azumi is indeed the real deal. The chef has worked for two decades at top spots on both coasts and comes from a family of sushi connoisseurs. In fact, Shin is named for the Tokyo restaurant run by his late father, whose former sign now hangs behind the counter.","
T
Air conditioning
Booking essential
f
Car park
”
Counter dining
Credit card / Debit card accepted
E
Non-smoking restaurant
Show Less
",+1 818-616-4148,Opening hours,m,1,34.1576716,-118.4937346
Pasta | Bar,https://guide.michelin.com/en/california/encino/restaurant/pasta-bar,MICHELIN GUIDE CALIFORNIA,"16101 Ventura Blvd., Ste.250, Encino, 91436, United States",165 USD,"Contemporary, American","Chef Nate Tauer along with Chefs/owners Phillip Frankland Lee and Margarita Kallas-Lee are the players behind this hip concept. An industrial space with cement floors and funky lighting, the tasting menu is one for the books. Offered in a separate area, drinks and a snack kick things off. The staff is wonderfully engaging as they bestow upon diners a host of delectable, hyper-local items. Your first course may reveal a mushroom duxelles cannolo, tailed by potato and sunchoke custard. The mastery of this team lies in their ability to take full advantage of Cali's natural bounty, as seen in an exalted take on the caprese, starring marigold tomatoes and fennel flowers.","
T
Air conditioning
Booking essential
f
Car park
”
Counter dining
Credit card / Debit card accepted
R
Lift
E
Non-smoking restaurant
N
Particularly interesting wine list
Show Less
",+1 818-646-6085,https://www.pastabarencino.com/,"Closed: Monday, Tuesday, lunch: Wednesday-Sunday",1,34.1591324,-118.5016166
Phenakite,https://guide.michelin.com/en/california/us-los-angeles/restaurant/phenakite,MICHELIN GUIDE CALIFORNIA,"1370 N. St. Andrews Pl., Los Angeles, 90028, United States",158 USD,"Asian, Contemporary","Chef Minh Phan's Phenakite takes up residence at a co-working office space called Second Home Hollywood, nestled among trees and within a beautifully maintained structure built by the pioneering architect, Paul R. Williams. Named after a rare crystal, this ambitious restaurant debuted in the midst a global health crisis and its—utterly romantic—setting reflects as much with dining being entirely outdoors—at curvaceous tables arranged under a blanket of garden lights.","
Booking essential
Credit card / Debit card accepted
E
Non-smoking restaurant
r
Outside dining available
",+1 323-380-8573,https://www.porridgeandpuffs.com/phenakite,"Closed: Monday, Tuesday, Wednesday, Thursday, lunch: Friday-Saturday, Sunday",1,34.0536909,-118.242766
Morihiro,https://guide.michelin.com/en/california/us-los-angeles/restaurant/morihiro,MICHELIN GUIDE CALIFORNIA,"3133 Glendale Blvd., Los Angeles, 90039, United States",50 - 300 USD,"Japanese, Sushi","The success of this precious jewel, set within a red brick structure and among a score of shops, is no secret, as evidenced by the onslaught of people vying to get in. Nominally embellished with sleek ash wood furniture, servers here mill about the room with big smiles and quiet efficiency.","
T
Air conditioning
Booking essential - dinner
”
Counter dining
Credit card / Debit card accepted
Show More
",+1 323-522-3993,https://morionodera.com/,Nearby Restaurants,1,34.11682259,-118.2624422
Bistro Na’s,https://guide.michelin.com/en/california/temple-city/restaurant/bistro-na%E2%80%99s,MICHELIN GUIDE CALIFORNIA,"9055 Las Tunas Dr., Ste. 105, Temple City, 91780, United States",25 - 300 USD,"Chinese, Beijing Cuisine","Find the standout Bistro Na's in an ordinary shopping block, set just off Rosemead Boulevard. Yes, its façade may appear rather sterile, but one foot inside this expansive room and you will be enveloped in warmth and cordiality. The gentle strains of soothing tunes, bright red and gold accents, as well as ample, well-accoutered tables segue smoothly into a classic and regal Chinese repast.","
T
Air conditioning
f
Car park
Credit card / Debit card accepted
E
Non-smoking restaurant
r
Outside dining available
{
Private dining room
Take away
a
Wheelchair access
Show Less
",+1 626-286-1999,https://www.bistronas.com/,0,1,34.1082994,-118.0577568
Six Test Kitchen,https://guide.michelin.com/en/california/paso-robles/restaurant/six-test-kitchen,MICHELIN GUIDE CALIFORNIA,"3075 Blue Rock Rd., Paso Robles, 93446, United States",155 - 185 USD,Contemporary,"What Ricky Odbert originally started in his parents garage has evolved into a fine-dining bijou. Tucked amidst the many Tin City Paso Robles buildings, look for the sign that says ""SIX"" and you'll know you've arrived. Small and gleaming, the décor is comprised of a stunning wood counter facing a pristine kitchen. Dark floors, charcoal-tinted walls, and pendant lights augment the warm and inviting vibe.","
T
Air conditioning
Booking essential - dinner
f
Car park
”
Counter dining
Credit card / Debit card accepted
E
Non-smoking restaurant
a
Wheelchair access
Show Less
",sixtestkitchen.com,Opening hours,,1,35.6267654,-120.6912456
Aubergine,https://guide.michelin.com/en/california/carmel-by-the-sea/restaurant/aubergine,MICHELIN GUIDE CALIFORNIA,"Monte Verde at 7th Ave., Carmel-by-the-Sea, 93921, United States",205 USD,"Contemporary, Californian","Tucked into the quaint seaside surroundings of Carmel, this high-end restaurant boasts the same appealing mix of luxury and simplicity as its home in the cottage-like L’Auberge Carmel. With only a dozen or so tables, it’s an intimate retreat that offers personalized attention. Low ceilings, soft lighting, gauzy curtains and a soothing design add to the hushed aura—though a 2,500-bottle wine cellar will perk up any oenophile.","
T
Air conditioning
Booking essential
Credit card / Debit card accepted
E
Non-smoking restaurant
r
Outside dining available
N
Particularly interesting wine list
{
Private dining room
a
Wheelchair access
€
With bedrooms
Show Less
",+1 831-624-8578,https://www.auberginecarmel.com/,"Closed: Monday, Tuesday, lunch: Wednesday-Sunday",1,36.5552656,-121.9232785
Plumed Horse,https://guide.michelin.com/en/california/saratoga/restaurant/plumed-horse,MICHELIN GUIDE CALIFORNIA,"14555 Big Basin Way, Saratoga, 95070, United States",70 - 195 USD,"Contemporary, American Contemporary","This handsome stallion is certainly a feather in the cap of the inviting, if slightly sleepy town of Saratoga. There has been a Plumed Horse in this spot since 1952, though this decade-old iteration is by far the best. The décor inside exudes warmth, first in the fireplace-warmed lounge, then in its stunning dining room, with sleek arched-barrel ceiling. From shimmering Venetian plaster to striking chandeliers that emit a colorful glow, these rich details create a sensational backdrop that is at once elegant and comfortable.","
T
Air conditioning
Booking essential - dinner
Credit card / Debit card accepted
E
Non-smoking restaurant
r
Outside dining available
N
Particularly interesting wine list
{
Private dining room
û
Restaurant offering vegetarian menus
K
Valet parking
a
Wheelchair access
Show Less
",+1 408-867-4711,https://www.plumedhorse.com/,"Closed: Monday, Tuesday, lunch: Wednesday-Sunday",1,37.25648622,-122.0350671
The Village Pub,https://guide.michelin.com/en/california/woodside/restaurant/the-village-pub,MICHELIN GUIDE CALIFORNIA,"2967 Woodside Rd., Woodside, 94062, United States",45 - 85 USD,"Contemporary, American Contemporary","Though it has the feel of a chichi private club, this attractive restaurant is open to all—provided they can live up to the style standards set by its fan base of tech tycoons and ladies-who-lunch. Draw your eyes away from those sleek wheels in the parking lot, and head inside for fine dining that exceeds this sophisticated restaurant's humble name.","
T
Air conditioning
V
American Express credit card
Booking essential - dinner
ˆ
Brunch
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
r
Outside dining available
N
Particularly interesting wine list
{
Private dining room
Take away
X
Visa credit card
a
Wheelchair access
Show Less
",+1 650-851-9888,https://www.thevillagepub.net/,Closed: lunch: Monday-Thursday,1,37.4288802,-122.2518388
Madera,https://guide.michelin.com/en/california/menlo-park/restaurant/madera,MICHELIN GUIDE CALIFORNIA,"2825 Sand Hill Rd., Menlo Park, 94025, United States",50 - 150 USD,"Contemporary, Californian","This is a swanky haven for local, California-inspired fine dining in the Rosewood Sand Hill hotel. The grand open kitchen, cathedral-style wooden ceiling, roaring fireplace, and large outdoor patio (complete with gorgeous views of the Santa Cruz mountains) draw an affluent crowd of savvy gourmands and local techies.","
T
Air conditioning
Booking essential
S
Breakfast
ˆ
Brunch
f
Car park
Credit card / Debit card accepted
É
Garden or park
e
Great view
E
Non-smoking restaurant
r
Outside dining available
N
Particularly interesting wine list
{
Private dining room
a
Wheelchair access
€
With bedrooms
Show Less
",+1 650-561-1540,https://www.maderasandhill.com/,"Closed: dinner: Monday, dinner: Sunday",1,37.4195318,-122.2125422
Chez TJ,https://guide.michelin.com/en/california/mountain-view/restaurant/chez-tj,MICHELIN GUIDE CALIFORNIA,"938 Villa St., Mountain View, 94041, United States",195 USD,"Contemporary, American","Housed in a converted Victorian in downtown Mountain View, Chez TJ likes to kick it old school. Make your way down a path and past a pretty front porch to arrive at this delightful haven. Inside, four separate rooms welcome diners, each boasting their own design style. Romance is in the air, and details like vintage lamps, wallpaper, and elegant table settings pave the way for some very fine dining.","
T
Air conditioning
Booking essential
Credit card / Debit card accepted
E
Non-smoking restaurant
r
Outside dining available
N
Particularly interesting wine list
{
Private dining room
Show Less
",+1 650-964-7466,https://www.cheztj.com/,"Closed: Monday, lunch: Tuesday-Saturday, Sunday",1,37.39450313,-122.0804608
Protégé,https://guide.michelin.com/en/california/palo-alto/restaurant/protege,MICHELIN GUIDE CALIFORNIA,"250 California Ave., Palo Alto, 94306, United States",65 - 210 USD,"Contemporary, Californian","This Palo Alto operation boasts an envious pedigree—Chef Anthony Secviar and Master Sommelier Dennis Kelly, both of who trained under Chef Thomas Keller at The French Laundry. Having said that, this notable kitchen team offers an experience that is far from weighty. In fact, the staff aims to keep things more lenient in this dining room, which sports cushy leather booths, beautifully laid tables, and even the occasional flip flop-donning diner.","
T
Air conditioning
Booking essential
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
r
Outside dining available
N
Particularly interesting wine list
{
Private dining room
X
Visa credit card
a
Wheelchair access
Show Less
",+1 707-312-0931,https://www.protegepaloalto.com/,"Closed: Monday, lunch: Tuesday-Saturday, Sunday",1,37.4278948,-122.1437532
