Restaurant Name,place_id,Address,Country,Region,Price,Cuisine,Longitude,Latitude,Phone Number,Michelin Guide Post Link,Google Website Link,Michelin Award,Facilities And Services,Description,SFA Hygiene Grade,Safety Penalty,Review Count,Average Rating,value_tier,value_score,service_tier,service_score,taste_tier,taste_score,value_tier_numeric,service_tier_numeric,taste_tier_numeric,Is Michelin
Lao Fu Zi Fried Kway Teow,ChIJnwUFUj8Y2jER_xSlaiOMoRI,"51 Old Airport Road Food Centre, #01-12, 51 Old Airport Road, 390051, Singapore",Singapore,Central,1.0,Street Food,103.8856982,1.3080902,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/lao-fu-zi-fried-kway-teow,"https://www.google.com/maps/place/Lao+Fu+Zi+Fried+Kway+Teow/@1.3080198,103.8856355,17z/data=!3m1!4b1!4m6!3m5!1s0x31da183f5205059f:0x12a18c236aa514ff!8m2!3d1.3080198!4d103.8856355!16s%2Fg%2F11c0r4wjlc?entry=tts&g_ep=EgoyMDI2MDMxOC4xIPu8ASoASAFQAw%3D%3D&skid=de100592-8d0a-48ed-aa66-eaa2f371dcb9",Bib Gourmand,"Dine-in,Takeaway,Wheelchair accessible","Fried kway teow comes in two portion sizes and black and white varieties. Both feature good wok hei and silky texture. Bean sprouts, egg, preserved sausage and blood clams provide extra flavours.",B,1,27,3.3,good,0.594,good,0.4312,good,0.8217,3.26,3.74,3.56,True
Lao Jie Fang,ChIJIf_JEwAb2jER9J63C_UKwtQ,"Mei Ling Market & Food Centre, #02-15, 159 Mei Chin Road, 140159, Singapore",Singapore,Central,1.0,Street Food,103.8028365,1.2932654,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/lao-jie-fang,"https://www.google.com/maps/place/Lao+Jie+Fang/@1.2931542,103.8027626,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1b0013c9ff21:0xd4c20af50bb79ef4!8m2!3d1.2931542!4d103.8027626!16s%2Fg%2F11mlts0z_9?entry=tts&g_ep=EgoyMDI2MDMxOC4xIPu8ASoASAFQAw%3D%3D&skid=ef35b3c5-d886-41c4-9669-13425f3b3ae7",Selected Restaurants,Takeaway,"Cantonese-style noodles topped with beef brisket, pork ribs, pork knuckles or beef tendon are the name of the game here. The noodles are springy, and the pork knuckles are braised until gelatinous in a secret soy sauce.",B,1,13,4.54,good,0.6007,excellent,0.3867,good,0.9301,3.46,4.0,3.69,True
Latido,ChIJlZ3nbgAZ2jER3Q-uRXEsR74,"40 Tras Street, 078979, Singapore",Singapore,Central,2.0,Colombian,103.84433,1.27834,8961 8191,https://guide.michelin.com/en/singapore-region/singapore/restaurant/latido,https://latido.sg,Selected Restaurants,"Dine-in,Takeaway,Delivery,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments","Chef Arévalo reinvents the traditional cuisine of his home country with modern, playful twists. His new spin on authentic Colombian flavours makes his dishes approachable even for first-timers. The arepa de chócolo y huevo – corn cake filled with eggs and grilled pork jowl – has a more mellow taste than the version typically served in his homeland. The bright room adorned with Colombian tribal art and masks exudes a cheerful, convivial vibe.",A,0,29,4.41,good,0.7595,excellent,0.7836,good,0.958,3.79,4.34,3.97,True
Lei Garden Restaurant (Chijmes),ChIJNfw8b6QZ2jERDj-WK2kAsPw,"Chijmes, #01-24, 30 Victoria Street, 187996, Singapore",Singapore,Central,2.0,Cantonese,103.85162,1.29538,6339 3822,https://guide.michelin.com/en/singapore-region/singapore/restaurant/lei-garden-501509,https://leigarden.hk,1 Star,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible","Unlike other branches in the group, this one has a European décor echoing the colonial style of the building that hosts it. That said, the menu remains the same as the others. Apart from the main menu, make sure you check out the chef’s selection menu. Double-boiled soups, flavourful and hearty, are unmissable. Deep-fried spare ribs marinated with shrimp paste are crispy and loaded with umami.",B,1,24,3.92,good,0.7378,excellent,0.7254,good,0.8422,3.5,3.96,3.71,True
Leon Kee Claypot Pork Rib Soup,ChIJB2Freswb2jERg_1RXtyFQyU,"Alexandra Village Food Centre, #01-18, Blk 120 Bukit Merah Lane 1, 150120, Singapore",Singapore,Central,1.0,Street Food,103.8044724,1.2863927,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/leon-kee-claypot-pork-rib-soup,"https://www.google.com/maps/place/Leon+Kee+Claypot+Pork+Rib+Soup/@1.2863873,103.8047273,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1bcc7a6b6107:0x254385dc5e51fd83!8m2!3d1.2863873!4d103.8047273!16s%2Fg%2F11b6xfxn5n?entry=tts&g_ep=EgoyMDI2MDMxOC4xIPu8ASoASAFQAw%3D%3D&skid=9e8d3866-dd1c-428b-b979-f1c33e949951",Selected Restaurants,"Dine-in,Takeaway,Outdoor seating,Wheelchair accessible","The pork rib soup cooked with Chinese herbs is the signature dish; it also offers pig's tail soup, sesame oil chicken and claypot pork liver.",A,0,25,3.16,good,0.7252,excellent,0.6294,good,0.8345,3.16,3.44,3.2,True
Lerouy,ChIJbSjVgQ0Z2jER4D6B04Wg9tY,"7 Mohamed Sultan Road, 238957, Singapore",Singapore,Central,3.0,French,103.841922,1.293924,6970 9001,https://guide.michelin.com/en/singapore-region/singapore/restaurant/lerouy-1195638,https://lerouy.com,1 Star,"Dine-in,Reservations,Wine,Cocktails,Coffee,Credit cards,NFC payments","Sporting a brand-new image, Lerouy moved to this new address in 2024. Head to the cute little bar for a pre- or post-meal drink. The main dining area overlooks the open kitchen for a chef’s table-like vibe. As always, the food is served omakase style – choose the number of courses and tell the servers about your allergies and dislikes. The kitchen excels in unexpected food and flavour combinations that never fail to pleasantly surprise.",A,0,27,4.48,good,0.6704,excellent,0.791,good,0.9641,3.78,4.41,3.96,True
Les Amis,ChIJR5yDbY0Z2jER6GcsxL56OLk,"Shaw Centre, #01-16, 1 Scotts Road, 228208, Singapore",Singapore,Central,4.0,French,103.83204,1.30626,6733 2225,https://guide.michelin.com/en/singapore-region/singapore/restaurant/les-amis,https://www.lesamis.com.sg/,3 Stars,"Dine-in,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible","Haute cuisine is increasingly about the chef embracing creative freedom and dictating the whole experience. At the longstanding, singularly sophisticated and world-renowned Les Amis, the choice is yours. The prix-fixe menus present a wide range of modern French classics with occasional Asian twists, in which simple ingredient combinations and seasoning highlight the natural flavours. Consider booking the chef's table for an intimate experience.",A,0,27,4.11,good,0.6198,excellent,0.754,good,0.8086,3.81,4.3,3.81,True
Les Ducs,ChIJ5xcXYSsZ2jERn6SbyJ5QVXw,"8 Ann Siang Hill, 069788, Singapore",Singapore,Central,2.0,French,103.8454053,1.2816591,9853 4710,https://guide.michelin.com/en/singapore-region/singapore/restaurant/les-ducs,https://lesducs.sg/,Selected Restaurants,"Dine-in,Reservations,Live music,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments","After some years in Singapore, the French owner-chef opened Les Ducs to honour the traditions of French cuisine. Expect authentic classics – from bouillabaisse to pâté en croute au foie gras – that showcase well-honed techniques and quality fresh ingredients. The Australian beef tenderloin with black pepper sauce boasts tender, juicy meat, and the flavours are spot on. Predominantly French, the wine list is also worth perusing. The lunch sets are great value.",A,0,30,4.6,good,0.702,excellent,0.7344,good,0.9188,4.07,4.57,4.1,True
Lian He Ben Ji Claypot,ChIJd0C-GXMZ2jER86P9gPkuyJk,"Chinatown Complex Market & Food Centre, #02-198/199, 335 Smith Street, 050335, Singapore",Singapore,Central,1.0,Street Food,103.8433055,1.2821566,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/lian-he-ben-ji-claypot,"https://www.google.com/maps/place/Lian+He+Ben+Ji+Claypot+Rice/@1.2825554,103.8429327,17z/data=!3m1!4b1!4m6!3m5!1s0x31da197319be4077:0x99c82ef980fda3f3!8m2!3d1.2825554!4d103.8429327!16s%2Fg%2F1tptn3qy?entry=tts&g_ep=EgoyMDI2MDMxOC4xIPu8ASoASAFQAw%3D%3D&skid=eb11dace-4743-48f4-bb72-af1353e4c3a5",Bib Gourmand,"Dine-in,Takeaway,Reservations,Cash only","It takes 30 minutes to cook but is more than worth the wait. The rice, cooked in a claypot over charcoal, exudes smokiness with a crispy scorched crust on the bottom. For toppings, choose between chicken, preserved pork and/or sausage.",B,1,26,3.69,good,0.6286,good,0.4598,good,0.7506,3.19,3.62,3.46,True
Lixin Teochew Fishball Noodles,ChIJ68Bch38X2jERQSbqQZzhQwQ,"Kim Keat Palm Market & Food Centre, #01-20, Blk 19 Toa Payoh Lor 7, 310019, Singapore",Singapore,Central,1.0,Street Food,103.8569441,1.3352759,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/lixin-teochew-fishball-noodles,https://www.lixinfishball.com,Bib Gourmand,"Dine-in,Takeaway,Delivery,Cash only",The owner makes the fish balls by hand to ensure they are springy and bursting with umami. Blanched noodles tossed in chilli sauce with crispy cracklings are the perfect companion to the fish ball soup.,B,1,31,4.16,good,0.6195,good,0.454,good,0.8727,3.65,4.16,4.0,True
Long Kee Wanton Noodle,ChIJC9F9vtwP2jERbcUQLM-VtAk,"Jurong West 505 Market & Food Centre, #01-185, Blk 505, Jurong West Street 52, 640505, Singapore",Singapore,West,1.0,Street Food,103.7184486,1.349814,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/long-kee-wanton-noodle,"https://www.google.com/maps/place/Long+Kee+Wanton+Noodle/@1.3497487,103.7185122,17z/data=!3m1!4b1!4m6!3m5!1s0x31da0fdcbe7dd10b:0x9b495cf2c10c56d!8m2!3d1.3497487!4d103.7185122!16s%2Fg%2F11gf9p_92w?entry=tts&g_ep=EgoyMDI2MDMxOC4xIPu8ASoASAFQAw%3D%3D&skid=4ca3c8ec-90df-467c-ae8f-1e899682d5d3",Selected Restaurants,"Dine-in,Takeaway","The signature wonton noodles feature flavoursome bite-size dumplings, served either in soup or tossed in sauces. The noodles are cooked to perfect consistency with a lovely chew. Sliced char siew adds depth.",B,1,26,4.08,good,0.6158,good,0.4531,good,0.8372,3.85,4.08,3.92,True
Loong Kee Yong Tau Fu,ChIJTef7RswP2jERLBdovbIQSDo,"Jurong West 505 Market & Food Centre, #01-31, Blk 505, Jurong West Street 52, 640505, Singapore",Singapore,West,1.0,Street Food,103.7182191,1.3495894,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/loong-kee-yong-tau-fu,"https://www.google.com/maps/place/Loong+Kee+Yong+Tau+Fu+%E9%BE%8D%E8%A8%98%E9%87%80%E8%B1%86%E8%85%90/@1.3499609,103.7183841,17z/data=!3m1!4b1!4m6!3m5!1s0x31da0fcc46fbe74d:0x3a4810b2bd68172c!8m2!3d1.3499609!4d103.7183841!16s%2Fg%2F11gj76x2v8?entry=tts&g_ep=EgoyMDI2MDMxOC4xIPu8ASoASAFQAw%3D%3D&skid=dee28139-7b5a-47fe-a716-1bcffce0f08e",Selected Restaurants,"Dine-in,Takeaway,Delivery,Wheelchair accessible","Serve yourself with the stuffed tofu or vegetables. You may also add soup, chee cheong fun, laksa, mee or rice.",A,0,28,3.29,good,0.6921,excellent,0.5541,good,0.8359,3.32,3.32,3.46,True
Lor 9 Beef Kway Teow,ChIJ2YGE1TYY2jEREUsfdsreYeY,"237 Lorong 9 Geylang, 389296, Singapore",Singapore,Central,1.0,Street Food,103.8767,1.312193,9388 0723,https://guide.michelin.com/en/singapore-region/singapore/restaurant/lor-9-beef-kway-teow,"https://www.google.com/maps/place/Lor+9+Beef+Kway+Teow/@1.3122058,103.8766747,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1836d58481d9:0xe661deca761f4b11!8m2!3d1.3122058!4d103.8766747!16s%2Fg%2F1pv0kf0x3?entry=tts&g_ep=EgoyMDI2MDMxOC4xIPu8ASoASAFQAw%3D%3D&skid=49b68590-a670-4ba8-ad80-a28c9c3fe3a1",Selected Restaurants,"Dine-in,Takeaway,Delivery,Outdoor seating,Beer,Coffee,Cash only",Cantonese and Fujian dishes prepared with local ingredients are tweaked to cater to local tastes. The beef kway teow is the main event. Comfort-food classics such as coffee pork ribs and sambal sweet potato leaves are also excellent.,A,0,26,3.92,good,0.7246,excellent,0.5044,good,0.8641,3.35,4.19,3.73,True
Lor Mee 178,ChIJbx7_8HkZ2jERjwsxnLS4lSo,"Tiong Bahru Market, #02-23, 30 Seng Poh Road, 168898, Singapore",Singapore,Central,1.0,Street Food,103.8326,1.2846377,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/lor-mee-178,"https://www.google.com/maps/place/%E5%8D%A4%E9%9D%A2+Lor+Mee+178/@1.2846081,103.8323608,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1979f0ff1e6f:0x2a95b8b49c310b8f!8m2!3d1.2846081!4d103.8323608!16s%2Fg%2F11c4b6k8bz?entry=tts&g_ep=EgoyMDI2MDMxOC4xIPu8ASoASAFQAw%3D%3D&skid=f3ae72f2-509a-4674-97ff-f1a898feac41",Selected Restaurants,"Dine-in,Takeaway,Cash only,Wheelchair accessible","The rich, robust stock that clings to the egg noodles is the secret behind their tasty lor mee. Deep-fried fish nuggets, pork, and bean sprouts also make every bite satisfying. Grated garlic and cilantro add a zesty boost.",A,0,26,2.85,poor,0.7105,poor,0.4837,good,0.7907,2.92,3.12,3.04,True
Luke's Oyster Bar & Chop House,ChIJ-bpG_AwZ2jERskkgk4_Fwr8,"22 Gemmill Lane, 069257, Singapore",Singapore,Central,2.0,Steak House,103.8472284,1.282271,8125 5256,https://guide.michelin.com/en/singapore-region/singapore/restaurant/luke-s-gemmill-lane,https://www.lukes.com.sg,Selected Restaurants,"Dine-in,Takeaway,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments","A favourite with local office workers, this steakhouse and oyster bar, run by a U.S. national, bustles with patrons all day long and is ideal for power lunches or after-work cocktails. It has acquired a faithful crowd of regulars thanks to high-quality food and friendly, slick service. Expect to see U.S. classics on the menu, such as New England clam chowder and Maryland crab cake. The generous portions make it a great venue for get-togethers.",A,0,26,4.12,good,0.709,excellent,0.6795,good,0.9269,3.54,4.15,3.96,True
MP Thai (Vision Exchange),ChIJH0snnuAR2jERsMxIrUCeYcc,"Vision Exchange, #02-41/42, 2 Venture Drive, 608526, Singapore",Singapore,West,2.0,Thai,103.744593,1.329991,9119 9710,https://guide.michelin.com/en/singapore-region/singapore/restaurant/mp-thai,https://mpthai.sg,Bib Gourmand,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible","This simple shop may not be the most atmospheric, but its tasty food in generous portions at affordable prices always attracts a crowd. With a Thai owner and all Thai kitchen team, rest assured that the food is as authentic as can be. The tom yum soup strikes a fine balance between sour, sweet, spicy and salty tastes; the BBQ squid is nicely grilled and loaded with umami, perfect with the hot and sour sauce. Reservation recommended.",New,New Pending,28,3.86,good,0.7194,excellent,0.5056,good,0.8031,3.07,3.79,3.5,True
Ma Cuisine,ChIJQwanoG0Z2jERsK-8U0ks7xw,"38 Craig Road, 089676, Singapore",Singapore,Central,3.0,French,103.8418934,1.2782652,6224 1838,https://guide.michelin.com/en/singapore-region/singapore/restaurant/ma-cuisine,https://www.macuisinesg.com,1 Star,"Dine-in,Reservations,Outdoor seating,Wine,Cocktails,Coffee,Credit cards,NFC payments","Candles in wine bottles and tables made from wine barrels are among the details that set the authentic small bistro scene here. Wine connoisseurs will be bowled over by the wine cellar and knowledgeable servers, who know every vintage inside out. Classic French recipes are made with local ingredients to cater to the local palate. Many dishes are meant to share, making this lively spot a great place for get-togethers.",A,0,27,4.44,good,0.7346,excellent,0.7729,good,0.8573,3.67,4.3,3.74,True
Magpie,ChIJ635ZHwAZ2jERHR3nTJ1D_ME,"#01-88, 57 Eng Hoon Street, 160057, Singapore",Singapore,Central,2.0,Contemporary,103.8332262,1.2849632,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/magpie-1244344,https://www.magpie.city,Selected Restaurants,"Dine-in,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments","With mosaic tile flooring, warm wood tones and vintage knickknacks, the interior feels relaxing and modern; meanwhile, the patio beneath a canopy is perfect for al fresco dining. The chef champions borderless cuisine, melding eclectic influences from around the world – Indian, Chinese, European, LatAm and even Fijian touches feature in his ingenious creations that work like a charm. Try the tandoori bread with butter spread perfumed by citrus and pepper aromas.",A,0,30,4.6,excellent,0.6982,excellent,0.7824,good,0.9759,4.17,4.63,4.13,True
Maison Boulud,ChIJm7S44SYZ2jERBRt2tdzJ37s,"The Shoppes at Marina Bay Sands, #B1-15 & L1-83, 10 Bayfront Avenue, 018956, Singapore",Singapore,Central,2.0,French,103.8607,1.2852929,6688 6088,https://guide.michelin.com/en/singapore-region/singapore/restaurant/maison-boulud,https://www.marinabaysands.com/restaurants/maison-boulud.html?,Selected Restaurants,"Dine-in,Reservations,Outdoor seating,Wine,Coffee,Credit cards,NFC payments","Located in the shopping mall at Marina Bay Sands, Maison Boulud features a patio on the upper level – boasting stunning views, it is perfect for al fresco dining. The elegant main space (lower level) has an oversized wine cellar displaying impressive vintages. Classic French cuisine, with more sophisticated plating, dominates the menu, but they also have a signature seafood platter, plus dishes infused with Asian touches, such as durian ""royale"" soufflé.",A,0,25,4.36,good,0.7176,excellent,0.8732,good,0.919,3.84,4.4,3.88,True
Majestic Restaurant,ChIJ8_-PMBIZ2jERdzQvm7nWrHk,"Marina One, The Heart (East Tower) #04-01, 5 Straits View, 018935, Singapore",Singapore,Central,2.0,Chinese,103.8528577,1.2780668,6250 1988,https://guide.michelin.com/en/singapore-region/singapore/restaurant/majestic-560345,https://restaurantmajestic.com,Selected Restaurants,"Dine-in,Takeaway,Reservations,Beer,Wine,Credit cards,NFC payments,Wheelchair accessible","Laid out beneath a glass roof, the airy dining area overlooks a garden. The food, which draws on modern techniques and time-honoured traditions, is exquisite in both taste and appearance. The claypot chicken with glutinous rice wine, ginger and wood ear fungus boasts silky, free-range meat and spellbinding aromas. The business clientele can opt for items in individual servings. Booking a week ahead recommended.",A,0,26,4.38,good,0.776,excellent,0.7817,good,0.9345,3.81,4.31,3.96,True
Margaret Drive Sin Kee Chicken Rice,ChIJ_Zxf7kEa2jERao44l2hTwg4,"Block 40, Stall 5, #01-39, Holland Drive, 270040, Singapore",Singapore,Central,1.0,Street Food,103.7929491,1.3082682,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/margaret-drive-sin-kee-chicken-rice,"https://www.google.com/maps/place/Margaret+Drive+Sin+Kee+Chicken+Rice/@1.3070937,103.7934899,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1a41ee5f9cfd:0xec2536897388e6a!8m2!3d1.3070937!4d103.7934899!16s%2Fg%2F11bztprbrx?entry=tts&g_ep=EgoyMDI2MDMxOC4xIPu8ASoASAFQAw%3D%3D&skid=137caa96-f7d6-4413-abaf-674537b90887",Bib Gourmand,"Dine-in,Takeaway,Delivery,Outdoor seating,Coffee,Cash only,Wheelchair accessible","Since this stall opened on Margaret Drive years ago, their chicken rice has been made the same way. The juicy, tender meat is served with aromatic oil rice and an addictive ground ginger sauce. The gizzards are equally good.",A,0,26,3.54,good,0.6563,excellent,0.434,good,0.8405,3.23,3.62,3.38,True
Marguerite,ChIJa3HUZmgZ2jERrWFEDnAu24o,"Flower Dome, #01-09, Gardens by The Bay, 18 Marina Gardens Drive, 018953, Singapore",Singapore,Central,3.0,European,103.8639515,1.2849725,9788 5128,https://guide.michelin.com/en/singapore-region/singapore/restaurant/marguerite,https://marguerite.com.sg,1 Star,"Dine-in,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,Wheelchair accessible","Dining in the Flower Dome makes for a back-to-nature moment and Chef Wilson does it with a touch of class. In his tasting menu, gracefully presented courses are underpinned by solid techniques, packed with oomph and flavours bold enough to match the showy, colourful blooms. The wine list showcases some rare labels, including bottles from Lebanon and Morocco, while the temperance pairing is also interesting. Service is seamless and personable.",A,0,18,4.61,good,0.7197,excellent,0.8618,good,0.9314,3.78,4.67,4.11,True
Maxwell Fuzhou Oyster Cake,ChIJ3x7is3IZ2jERj5SRybs_E2Y,"Maxwell Food Centre, #01-05, 1 Kadayanallur Street, 069184, Singapore",Singapore,Central,1.0,Street Food,103.84473,1.28033,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/maxwell-fuzhou-oyster-cake,"https://www.google.com/maps/place/Maxwell+Fuzhou+Oyster+Cake/@1.280559,103.8446188,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1972b3e21edf:0x66133fbbc991948f!8m2!3d1.280559!4d103.8446188!16s%2Fg%2F1tr7fxbb?entry=tts&g_ep=EgoyMDI2MDMxOC4xIPu8ASoASAFQAw%3D%3D&skid=94adf12a-1a34-4e3e-9c45-52ed2dfe1e9e",Selected Restaurants,"Takeaway,Beer","The second-generation owner still fries oyster cakes à la minute as her mother did in the 1960s. They may be darker than usual, but the minced pork, oysters, prawns and coriander are still soft and juicy under the crispy crust.",B,1,27,3.59,good,0.7496,excellent,0.4748,good,0.847,3.15,3.74,3.52,True
